Player,Nation,Pos,Team,Age,Standard_Min,Standard_Gls,Standard_Ast,Standard_CrdY,Standard_CrdR,Standard_xG,Standard_xAG,Standard_PrgC,Standard_PrgP,Standard_PrgR,Standard_Gls/90,Standard_Ast/90,Standard_xG/90,Standard_xAG/90,Shooting_SoT%,Shooting_SoT/90,Shooting_G/Sh,Shooting_Dist,Passing_Cmp,Passing_Total_Cmp%,Passing_TotDist,Passing_Short_Cmp%,Passing_Medium_Cmp%,Passing_Long_Cmp%,Passing_KP,Passing_1/3,Passing_PPA,Passing_CrsPA,Goalkeeping_GA90,Goalkeeping_Save%,Goalkeeping_CS%,Goalkeeping_Penalty_Save%,Defense_Tkl,Defense_TklW,Defense_Att,Defense_Lost,Defense_Blocks,Defense_Sh,Defense_Pass,Defense_Int,Possession_Touches,Possession_Def Pen,Possession_Def 3rd,Possession_Mid 3rd,Possession_Att 3rd,Possession_Att Pen,Possession_Succ%,Possession_Tkld%,Possession_Carries,Possession_PrgDist,Possession_1/3,Possession_CPA,Possession_Mis,Possession_Dis,Possession_Rec,Misc_Fls,Misc_Fld,Misc_Off,Misc_Crs,Misc_Recov,Misc_Won,Misc_Lost,Misc_Won%,Transfer_Value,Transfer_Value_Str
Joshua Acheampong,eng ENG,DF,Chelsea,18,170,0,0,1,0,0.2,0.0,0,8,0,0.0,0.0,0.12,0.0,N/A,0.0,0.0,8.9,104,83.9,2025,N/A,N/A,N/A,0,6,0,0,N/A,N/A,N/A,N/A,2,1,N/A,0,1,0,1,1,137,7,48,81,8,3,N/A,N/A,106,N/A,2,0,2,0,111,0,N/A,0,0,7,1,6,14.3,1.1,€1.1M
Tyler Adams,us USA,MF,Bournemouth,26,1620,0,3,7,0,1.6,0.9,12,61,9,0.0,0.17,0.09,0.05,N/A,0.11,0.0,16.1,702,82.9,10949,N/A,N/A,N/A,15,53,2,1,N/A,N/A,N/A,N/A,75,46,N/A,28,33,10,23,31,1091,52,291,623,189,17,N/A,N/A,513,N/A,17,1,27,12,583,41,N/A,0,3,96,29,17,63.0,11.4,€11.4M
Tosin Adarabioyo,eng ENG,DF,Chelsea,27,1229,1,1,3,0,0.9,0.2,5,37,1,0.07,0.07,0.07,0.02,N/A,0.15,0.08,12.5,988,91.4,18105,N/A,N/A,N/A,1,53,1,0,N/A,N/A,N/A,N/A,14,10,N/A,4,9,7,2,10,1198,160,570,603,26,13,N/A,N/A,713,N/A,2,0,3,0,916,8,N/A,1,0,34,36,26,58.1,6.6,€6.6M
Simon Adingra,ci CIV,"FW,MF",Brighton,23,888,2,1,0,0,2.2,1.8,35,14,114,0.2,0.1,0.22,0.18,N/A,0.71,0.08,16.2,232,74.8,3398,N/A,N/A,N/A,13,5,12,5,N/A,N/A,N/A,N/A,21,13,N/A,12,11,0,11,8,457,6,59,142,261,62,N/A,N/A,301,N/A,17,19,33,10,316,10,N/A,2,34,38,5,3,62.5,10.3,€10.3M
Emmanuel Agbadou,ci CIV,DF,Wolves,27,1140,0,0,2,0,0.3,0.2,3,22,1,0.0,0.0,0.02,0.02,N/A,0.08,0.0,31.8,663,85.0,13505,N/A,N/A,N/A,4,26,1,0,N/A,N/A,N/A,N/A,27,18,N/A,6,16,12,4,9,924,155,527,381,22,5,N/A,N/A,572,N/A,3,0,3,3,615,5,N/A,1,1,66,22,16,57.9,5.9,€5.9M
Ola Aina,ng NGA,DF,Nott'ham Forest,28,2643,2,1,2,0,0.6,0.9,56,95,55,0.07,0.03,0.02,0.03,N/A,0.07,0.22,24.8,868,73.3,13423,N/A,N/A,N/A,13,78,18,8,N/A,N/A,N/A,N/A,54,41,N/A,27,32,12,20,31,1509,143,554,628,354,21,N/A,N/A,657,N/A,37,10,40,22,719,21,N/A,2,46,166,12,18,40.0,10.8,€10.8M
Rayan Aït-Nouri,dz ALG,DF,Wolves,23,2865,4,7,7,1,2.6,4.7,79,100,158,0.13,0.22,0.08,0.15,N/A,0.25,0.12,14.9,1309,83.9,18002,N/A,N/A,N/A,36,67,27,9,N/A,N/A,N/A,N/A,82,52,N/A,26,40,6,34,24,1944,86,535,827,605,84,N/A,N/A,1006,N/A,54,24,43,44,1181,30,N/A,5,86,133,20,28,41.7,14.2,€14.2M
Kristoffer Ajer,no NOR,DF,Brentford,27,1395,0,0,5,0,0.8,1.2,27,52,42,0.0,0.0,0.05,0.08,N/A,0.19,0.0,10.2,483,78.2,7530,N/A,N/A,N/A,8,41,7,4,N/A,N/A,N/A,N/A,25,17,N/A,12,17,4,13,12,765,52,257,356,158,35,N/A,N/A,376,N/A,11,2,15,12,477,12,N/A,1,14,42,27,22,55.1,7.3,€7.3M
Manuel Akanji,ch SUI,DF,Manchester City,29,1744,0,0,3,0,0.7,0.4,38,138,6,0.0,0.0,0.04,0.02,N/A,0.05,0.0,16.3,1427,93.9,23477,N/A,N/A,N/A,9,153,11,2,N/A,N/A,N/A,N/A,16,11,N/A,5,11,8,3,7,1635,111,487,797,353,11,N/A,N/A,1071,N/A,52,0,4,5,1291,16,N/A,0,11,89,26,29,47.3,8.7,€8.7M
Nathan Aké,nl NED,DF,Manchester City,30,678,0,0,0,0,0.2,0.0,12,50,2,0.0,0.0,0.03,0.0,N/A,0.0,0.0,10.0,509,93.9,8321,N/A,N/A,N/A,1,42,1,0,N/A,N/A,N/A,N/A,9,7,N/A,2,7,2,5,3,596,51,205,331,61,5,N/A,N/A,403,N/A,12,1,4,3,449,2,N/A,0,1,24,13,10,56.5,3.3,€3.3M
Carlos Alcaraz,ar ARG,"FW,MF",Everton,22,491,1,1,3,0,1.3,1.3,14,27,10,0.18,0.18,0.24,0.23,N/A,1.1,0.05,20.4,147,76.6,2608,N/A,N/A,N/A,10,12,15,2,N/A,N/A,N/A,N/A,11,5,N/A,6,5,1,4,3,264,10,47,111,112,14,N/A,N/A,145,N/A,15,2,11,10,169,9,N/A,1,9,24,10,6,62.5,5.6,€5.6M
Trent Alexander-Arnold,eng ENG,DF,Liverpool,26,2240,3,6,5,0,1.8,6.7,49,211,87,0.12,0.24,0.07,0.27,N/A,0.32,0.07,23.5,1357,73.6,26053,N/A,N/A,N/A,50,192,62,20,N/A,N/A,N/A,N/A,70,49,N/A,53,25,8,17,30,2111,85,565,942,618,42,N/A,N/A,1109,N/A,35,8,19,15,1342,11,N/A,1,142,126,3,13,18.8,13.0,€13.0M
Alisson,br BRA,GK,Liverpool,32,2148,0,0,0,0,0.0,0.6,0,0,0,0.0,0.0,0.0,0.02,N/A,0.0,N/A,N/A,630,83.1,13996,N/A,N/A,N/A,1,10,0,0,N/A,N/A,N/A,N/A,1,0,N/A,1,0,0,0,0,801,577,786,15,0,0,N/A,N/A,509,N/A,0,0,1,0,485,0,N/A,0,0,41,6,0,100.0,5.7,€5.7M
Miguel Almirón,py PAR,FW,Newcastle Utd,31,157,0,0,0,0,0.5,0.3,3,6,18,0.0,0.0,0.3,0.15,N/A,1.15,0.0,14.2,54,81.8,707,N/A,N/A,N/A,3,3,1,0,N/A,N/A,N/A,N/A,3,2,N/A,1,2,0,2,0,81,1,10,35,36,9,N/A,N/A,54,N/A,3,2,0,2,59,1,N/A,2,0,4,0,2,0.0,1.4,€1.4M
Edson Álvarez,mx MEX,MF,West Ham,27,1633,0,1,8,1,0.3,0.8,21,75,18,0.0,0.06,0.02,0.04,N/A,0.06,0.0,26.7,763,85.7,12894,N/A,N/A,N/A,11,80,11,3,N/A,N/A,N/A,N/A,44,23,N/A,18,21,8,13,16,1101,61,323,612,174,12,N/A,N/A,603,N/A,20,2,25,13,734,37,N/A,4,6,78,28,20,58.3,10.8,€10.8M
Harry Amass,eng ENG,DF,Manchester Utd,18,166,0,0,0,0,0.0,0.0,5,4,12,0.0,0.0,0.01,0.01,N/A,0.0,0.0,29.6,77,82.8,906,N/A,N/A,N/A,1,3,0,0,N/A,N/A,N/A,N/A,4,1,N/A,2,3,0,3,1,121,7,39,37,46,2,N/A,N/A,61,N/A,4,1,6,4,64,2,N/A,1,4,10,5,1,83.3,1.0,€1.0M
Joachim Andersen,dk DEN,DF,Fulham,28,2223,0,0,5,1,0.9,0.3,13,103,2,0.0,0.0,0.04,0.01,N/A,0.16,0.0,15.7,1441,82.9,31915,N/A,N/A,N/A,3,169,6,3,N/A,N/A,N/A,N/A,24,17,N/A,7,31,25,6,30,2023,285,1061,885,89,19,N/A,N/A,1179,N/A,12,1,5,3,1398,15,N/A,0,10,104,62,35,63.9,10.2,€10.2M
Elliot Anderson,eng ENG,MF,Nott'ham Forest,22,2377,2,6,7,0,1.7,3.1,44,118,82,0.08,0.23,0.06,0.12,N/A,0.27,0.06,19.8,895,77.8,14190,N/A,N/A,N/A,34,93,18,2,N/A,N/A,N/A,N/A,79,50,N/A,52,41,8,33,28,1529,88,362,718,477,59,N/A,N/A,774,N/A,29,18,54,38,900,40,N/A,4,73,186,43,22,66.2,17.0,€17.0M
André,br BRA,MF,Wolves,23,2249,0,0,7,0,0.4,0.7,8,95,11,0.0,0.0,0.02,0.03,N/A,0.04,0.0,25.3,1111,92.8,17503,N/A,N/A,N/A,15,101,4,0,N/A,N/A,N/A,N/A,80,48,N/A,25,41,8,33,32,1451,83,395,939,132,3,N/A,N/A,795,N/A,14,0,27,17,973,34,N/A,0,0,176,2,6,25.0,14.3,€14.3M
Michail Antonio,jm JAM,FW,West Ham,35,836,1,1,1,0,2.2,1.6,29,18,59,0.11,0.11,0.24,0.17,N/A,0.43,0.05,12.6,114,60.6,2183,N/A,N/A,N/A,9,11,6,2,N/A,N/A,N/A,N/A,2,2,N/A,1,6,0,6,0,296,3,26,124,151,36,N/A,N/A,173,N/A,13,9,35,19,221,12,N/A,4,25,22,17,22,43.6,7.1,€7.1M
Antony,br BRA,"DF,MF",Manchester Utd,25,141,0,0,0,0,1.0,0.1,5,6,7,0.0,0.0,0.65,0.08,N/A,1.91,0.0,15.8,56,81.2,688,N/A,N/A,N/A,3,1,5,2,N/A,N/A,N/A,N/A,6,3,N/A,3,2,0,2,2,101,2,22,26,54,8,N/A,N/A,60,N/A,6,1,5,1,69,2,N/A,0,5,11,0,1,0.0,1.0,€1.0M
Julian Araujo,mx MEX,DF,Bournemouth,23,362,0,0,1,0,0.0,0.0,3,14,18,0.0,0.0,0.0,0.0,N/A,0.0,N/A,N/A,143,79.0,2451,N/A,N/A,N/A,0,15,1,0,N/A,N/A,N/A,N/A,7,3,N/A,6,3,0,3,4,216,15,71,105,45,2,N/A,N/A,96,N/A,1,0,4,2,114,4,N/A,0,5,26,2,6,25.0,2.0,€2.0M
Cameron Archer,eng ENG,FW,Southampton,23,1361,2,0,0,0,5.1,0.4,19,14,62,0.13,0.0,0.34,0.02,N/A,0.6,0.07,13.1,189,81.1,2474,N/A,N/A,N/A,3,6,7,0,N/A,N/A,N/A,N/A,11,7,N/A,7,5,1,4,2,360,16,59,161,143,49,N/A,N/A,207,N/A,9,14,33,24,253,16,N/A,7,3,34,8,27,22.9,15.8,€15.8M
Alphonse Areola,fr FRA,GK,West Ham,32,1990,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,N/A,0.0,N/A,N/A,615,70.4,16400,N/A,N/A,N/A,0,9,0,0,N/A,N/A,N/A,N/A,2,2,N/A,1,0,0,0,0,927,740,918,10,0,0,N/A,N/A,530,N/A,0,0,0,0,481,0,N/A,0,0,27,2,0,100.0,5.7,€5.7M
Joe Aribo,ng NGA,"MF,DF",Southampton,28,1909,3,0,1,0,2.7,1.6,35,71,64,0.14,0.0,0.13,0.07,N/A,0.33,0.18,14.0,878,88.5,13041,N/A,N/A,N/A,16,50,4,1,N/A,N/A,N/A,N/A,44,30,N/A,17,24,9,15,20,1203,46,288,632,294,44,N/A,N/A,708,N/A,28,12,25,16,879,20,N/A,1,10,110,25,21,54.3,13.3,€13.3M
Adam Armstrong,eng ENG,"FW,MF",Southampton,28,1248,2,2,4,0,3.3,1.2,25,21,79,0.14,0.14,0.24,0.09,N/A,0.5,0.08,16.6,231,80.2,3320,N/A,N/A,N/A,9,10,8,2,N/A,N/A,N/A,N/A,12,3,N/A,11,6,1,5,3,377,11,44,143,192,49,N/A,N/A,235,N/A,13,6,11,18,286,12,N/A,9,14,23,5,9,35.7,13.1,€13.1M
Kepa Arrizabalaga,es ESP,GK,Bournemouth,30,2430,0,0,3,0,0.1,0.0,0,2,0,0.0,0.0,0.0,0.0,N/A,0.0,0.0,9.7,636,71.5,17590,N/A,N/A,N/A,1,9,0,0,N/A,N/A,N/A,N/A,1,0,N/A,1,1,0,1,0,945,695,918,26,1,1,N/A,N/A,534,N/A,0,0,0,0,413,2,N/A,0,0,48,7,1,87.5,6.0,€6.0M
Marco Asensio,es ESP,"MF,FW",Aston Villa,29,481,3,1,1,0,4.2,0.8,15,31,23,0.56,0.19,0.78,0.15,N/A,1.5,0.18,18.9,171,80.3,2407,N/A,N/A,N/A,12,14,8,2,N/A,N/A,N/A,N/A,7,5,N/A,5,2,0,2,1,267,4,25,108,139,22,N/A,N/A,165,N/A,18,3,5,7,183,8,N/A,2,22,20,0,1,0.0,5.0,€5.0M
Taiwo Awoniyi,ng NGA,FW,Nott'ham Forest,27,408,1,0,0,0,2.1,0.1,6,7,20,0.22,0.0,0.47,0.02,N/A,0.88,0.1,12.6,61,64.2,705,N/A,N/A,N/A,2,5,2,0,N/A,N/A,N/A,N/A,6,3,N/A,1,1,0,1,0,166,5,16,78,73,21,N/A,N/A,89,N/A,5,2,19,19,112,8,N/A,1,2,18,13,38,25.5,4.1,€4.1M
Yasin Ayari,se SWE,MF,Brighton,21,1737,1,1,3,0,2.2,2.2,30,66,59,0.05,0.05,0.12,0.11,N/A,0.36,0.04,19.0,707,81.4,10616,N/A,N/A,N/A,28,51,17,4,N/A,N/A,N/A,N/A,53,29,N/A,30,22,6,16,20,1103,52,243,560,316,43,N/A,N/A,581,N/A,25,6,32,21,712,31,N/A,3,64,105,13,19,40.6,13.8,€13.8M
Jordan Ayew,gh GHA,"FW,MF",Leicester City,33,1356,4,0,5,0,2.9,0.8,42,33,75,0.27,0.0,0.19,0.06,N/A,0.46,0.12,18.4,334,72.5,4951,N/A,N/A,N/A,13,21,12,7,N/A,N/A,N/A,N/A,24,13,N/A,13,15,0,15,12,677,18,91,341,267,49,N/A,N/A,410,N/A,30,9,51,32,454,28,N/A,5,52,84,33,54,37.9,12.6,€12.6M
Benoît Badiashile,fr FRA,DF,Chelsea,24,334,0,0,0,0,0.0,0.0,3,17,2,0.0,0.0,0.0,0.0,N/A,0.0,N/A,N/A,273,89.8,4820,N/A,N/A,N/A,0,37,1,0,N/A,N/A,N/A,N/A,9,6,N/A,1,2,2,0,6,336,31,138,186,13,0,N/A,N/A,177,N/A,5,0,1,0,247,6,N/A,0,0,18,8,2,80.0,1.8,€1.8M
Leon Bailey,jm JAM,"FW,MF",Aston Villa,27,1138,1,2,3,0,1.7,1.5,57,35,121,0.08,0.16,0.14,0.12,N/A,0.47,0.04,17.3,273,70.7,4275,N/A,N/A,N/A,16,16,20,2,N/A,N/A,N/A,N/A,6,4,N/A,8,6,0,6,3,539,18,76,155,318,69,N/A,N/A,344,N/A,22,33,35,25,386,12,N/A,3,34,59,6,9,40.0,11.9,€11.9M
Carlos Baleba,cm CMR,MF,Brighton,21,2313,3,1,8,1,3.0,1.3,40,111,26,0.12,0.04,0.12,0.05,N/A,0.43,0.08,25.1,1018,87.7,17164,N/A,N/A,N/A,20,103,22,2,N/A,N/A,N/A,N/A,71,41,N/A,28,43,10,33,40,1506,84,361,891,293,11,N/A,N/A,857,N/A,40,3,36,35,913,38,N/A,0,8,172,38,23,62.3,16.4,€16.4M
Ross Barkley,eng ENG,MF,Aston Villa,31,563,3,1,3,0,1.7,0.6,14,33,9,0.48,0.16,0.27,0.1,N/A,0.8,0.2,14.0,322,86.1,5027,N/A,N/A,N/A,9,29,6,0,N/A,N/A,N/A,N/A,13,3,N/A,4,9,3,6,10,438,16,69,260,115,18,N/A,N/A,259,N/A,13,2,6,8,308,8,N/A,0,1,40,6,4,60.0,3.6,€3.6M
Harvey Barnes,eng ENG,FW,Newcastle Utd,27,1413,9,4,0,0,6.3,3.7,74,69,159,0.57,0.25,0.4,0.24,N/A,1.02,0.17,14.7,402,79.3,5599,N/A,N/A,N/A,21,21,34,8,N/A,N/A,N/A,N/A,16,9,N/A,4,7,1,6,6,676,15,82,225,374,102,N/A,N/A,471,N/A,38,41,24,18,538,10,N/A,4,37,46,5,14,26.3,18.3,€18.3M
Calvin Bassey,ng NGA,DF,Fulham,25,2804,1,0,6,0,1.0,0.1,35,104,13,0.03,0.0,0.03,0.0,N/A,0.13,0.07,15.3,1759,89.6,30963,N/A,N/A,N/A,2,135,2,0,N/A,N/A,N/A,N/A,51,32,N/A,8,37,17,20,18,2245,294,1099,1050,120,18,N/A,N/A,1443,N/A,17,5,32,8,1559,24,N/A,2,6,155,40,31,56.3,11.1,€11.1M
Jan Bednarek,pl POL,DF,Southampton,29,2351,2,0,7,0,0.7,0.5,4,58,2,0.08,0.0,0.02,0.02,N/A,0.08,0.4,16.0,1495,92.5,26431,N/A,N/A,N/A,5,71,1,0,N/A,N/A,N/A,N/A,35,18,N/A,15,43,32,11,53,1953,359,1028,892,40,15,N/A,N/A,996,N/A,5,1,9,3,1249,31,N/A,0,1,102,68,36,65.4,10.4,€10.4M
Armel Bella Kotchap,de GER,DF,Southampton,23,331,0,0,0,0,0.3,0.0,0,5,0,0.0,0.0,0.09,0.0,N/A,0.0,0.0,9.1,202,90.2,3829,N/A,N/A,N/A,0,6,0,0,N/A,N/A,N/A,N/A,7,5,N/A,3,2,2,0,5,263,33,147,115,3,1,N/A,N/A,186,N/A,0,0,1,0,192,3,N/A,0,0,19,6,5,54.5,1.9,€1.9M
Jean-Ricner Bellegarde,fr FRA,"MF,FW",Wolves,26,1551,2,6,3,0,1.3,3.6,49,39,83,0.12,0.35,0.08,0.21,N/A,0.29,0.1,21.7,415,78.7,6398,N/A,N/A,N/A,26,27,17,8,N/A,N/A,N/A,N/A,37,22,N/A,6,19,3,16,10,756,24,139,339,295,45,N/A,N/A,464,N/A,35,11,38,25,519,29,N/A,1,40,57,9,18,33.3,18.1,€18.1M
Rodrigo Bentancur,uy URU,MF,Tottenham,27,1518,2,0,7,0,1.3,0.4,26,99,34,0.12,0.0,0.08,0.03,N/A,0.3,0.09,17.4,916,88.1,14862,N/A,N/A,N/A,10,107,12,2,N/A,N/A,N/A,N/A,38,20,N/A,20,24,8,16,36,1252,70,299,747,215,24,N/A,N/A,739,N/A,23,5,18,19,826,31,N/A,1,4,111,35,27,56.5,10.3,€10.3M
Sander Berge,no NOR,MF,Fulham,27,2017,0,0,4,0,0.2,0.6,27,110,8,0.0,0.0,0.01,0.03,N/A,0.0,0.0,7.6,985,91.3,17541,N/A,N/A,N/A,17,104,4,0,N/A,N/A,N/A,N/A,48,28,N/A,12,26,8,18,20,1255,75,345,720,196,13,N/A,N/A,734,N/A,22,2,11,15,809,27,N/A,0,3,116,25,20,55.6,13.0,€13.0M
Lucas Bergvall,se SWE,MF,Tottenham,19,1212,0,1,3,0,0.7,0.6,33,49,31,0.0,0.07,0.05,0.04,N/A,0.15,0.0,19.9,629,87.4,10567,N/A,N/A,N/A,11,53,7,3,N/A,N/A,N/A,N/A,39,19,N/A,15,18,8,10,24,885,36,188,478,232,22,N/A,N/A,531,N/A,21,4,20,19,586,20,N/A,0,21,73,9,8,52.9,9.5,€9.5M
Victor Bernth Kristiansen,dk DEN,DF,Leicester City,22,2380,0,1,1,0,0.3,1.4,39,69,75,0.0,0.04,0.01,0.05,N/A,0.0,0.0,17.7,1007,77.6,16181,N/A,N/A,N/A,18,74,23,18,N/A,N/A,N/A,N/A,85,50,N/A,40,37,14,23,40,1581,113,564,711,319,15,N/A,N/A,800,N/A,25,5,13,12,872,17,N/A,3,96,97,19,42,31.1,11.9,€11.9M
Beto,gw GNB,FW,Everton,27,1192,6,0,2,0,6.1,0.8,12,9,62,0.45,0.0,0.46,0.06,N/A,1.36,0.17,13.6,116,56.6,1593,N/A,N/A,N/A,8,5,3,1,N/A,N/A,N/A,N/A,13,6,N/A,3,7,1,6,3,403,21,41,182,185,65,N/A,N/A,210,N/A,9,9,53,32,291,29,N/A,14,3,29,74,86,46.3,13.7,€13.7M
Philip Billing,dk DEN,MF,Bournemouth,28,184,0,0,1,0,0.6,1.1,3,15,13,0.0,0.0,0.28,0.54,N/A,0.49,0.0,17.9,70,68.6,1023,N/A,N/A,N/A,9,9,7,2,N/A,N/A,N/A,N/A,14,5,N/A,1,3,0,3,5,148,5,20,72,57,12,N/A,N/A,58,N/A,1,1,7,4,75,3,N/A,0,10,14,6,4,60.0,1.2,€1.2M
Yves Bissouma,ml MLI,MF,Tottenham,28,1210,2,0,7,0,0.6,0.3,15,71,3,0.15,0.0,0.04,0.02,N/A,0.3,0.2,23.2,693,89.4,10536,N/A,N/A,N/A,6,57,10,1,N/A,N/A,N/A,N/A,44,28,N/A,15,7,4,3,14,938,58,261,535,148,5,N/A,N/A,564,N/A,17,0,22,13,657,22,N/A,0,2,71,4,7,36.4,8.0,€8.0M
Lamare Bogarde,nl NED,"DF,MF",Aston Villa,21,476,0,0,2,0,0.0,0.1,12,14,9,0.0,0.0,0.01,0.02,N/A,0.19,0.0,20.2,240,88.2,3682,N/A,N/A,N/A,2,24,1,0,N/A,N/A,N/A,N/A,14,6,N/A,6,5,3,2,1,325,16,95,191,40,4,N/A,N/A,173,N/A,6,1,6,8,212,8,N/A,0,0,13,6,6,50.0,3.5,€3.5M
Willy Boly,ci CIV,DF,Nott'ham Forest,34,150,0,0,1,0,0.1,0.0,0,2,0,0.0,0.0,0.04,0.0,N/A,0.6,0.0,10.2,55,78.6,1010,N/A,N/A,N/A,0,3,0,0,N/A,N/A,N/A,N/A,6,1,N/A,0,4,2,2,3,97,22,63,32,2,1,N/A,N/A,35,N/A,0,0,1,0,46,1,N/A,0,0,5,6,2,75.0,0.6,€0.6M
Sven Botman,nl NED,DF,Newcastle Utd,25,232,0,0,1,0,0.0,0.0,0,3,0,0.0,0.0,0.01,0.0,N/A,0.0,0.0,11.7,119,88.1,2026,N/A,N/A,N/A,0,9,0,0,N/A,N/A,N/A,N/A,6,4,N/A,1,2,1,1,4,165,24,67,93,6,5,N/A,N/A,85,N/A,1,0,1,1,107,4,N/A,0,0,8,11,6,64.7,1.3,€1.3M
Jarrod Bowen,eng ENG,"FW,MF",West Ham,28,2631,9,7,1,0,7.4,6.3,97,85,183,0.31,0.24,0.25,0.22,N/A,1.03,0.11,17.8,510,71.8,8497,N/A,N/A,N/A,49,37,42,7,N/A,N/A,N/A,N/A,36,23,N/A,20,21,3,18,16,1098,25,125,401,596,150,N/A,N/A,651,N/A,43,55,67,68,718,18,N/A,9,100,120,11,44,20.0,26.9,€26.9M
Conor Bradley,nir NIR,DF,Liverpool,21,533,0,1,3,0,0.6,0.5,26,25,27,0.0,0.17,0.1,0.08,N/A,0.51,0.0,14.3,358,83.8,5339,N/A,N/A,N/A,5,20,3,1,N/A,N/A,N/A,N/A,11,8,N/A,8,4,0,4,3,511,17,142,238,140,33,N/A,N/A,282,N/A,17,7,8,2,322,8,N/A,0,5,34,7,6,53.8,3.2,€3.2M
Jarrad Branthwaite,eng ENG,DF,Everton,22,2258,0,1,4,0,1.1,0.6,9,57,2,0.0,0.04,0.04,0.02,N/A,0.12,0.0,8.2,851,81.6,16684,N/A,N/A,N/A,2,75,2,0,N/A,N/A,N/A,N/A,35,20,N/A,7,29,21,8,23,1345,196,713,581,58,22,N/A,N/A,643,N/A,13,2,8,3,774,10,N/A,1,3,80,50,36,58.1,11.9,€11.9M
James Bree,eng ENG,DF,Southampton,27,895,0,1,0,0,0.1,0.9,10,31,34,0.0,0.1,0.01,0.09,N/A,0.1,0.0,22.7,440,83.8,7028,N/A,N/A,N/A,10,26,6,5,N/A,N/A,N/A,N/A,15,10,N/A,10,8,3,5,8,602,42,194,263,150,10,N/A,N/A,319,N/A,11,0,6,4,389,2,N/A,0,24,56,12,5,70.6,4.7,€4.7M
Ben Brereton,cl CHI,FW,Southampton,26,449,0,0,1,0,0.9,0.1,12,9,42,0.0,0.0,0.18,0.02,N/A,0.2,0.0,17.3,128,77.1,1836,N/A,N/A,N/A,3,9,2,1,N/A,N/A,N/A,N/A,3,2,N/A,8,2,1,1,0,206,4,19,76,112,20,N/A,N/A,136,N/A,13,4,9,4,171,4,N/A,1,5,16,9,7,56.3,4.5,€4.5M
Nathan Broadhead,wls WAL,"MF,FW",Ipswich Town,27,605,1,0,1,0,1.5,0.6,17,12,27,0.15,0.0,0.22,0.1,N/A,0.89,0.1,15.4,149,76.0,2132,N/A,N/A,N/A,6,10,4,0,N/A,N/A,N/A,N/A,7,3,N/A,6,6,1,5,4,276,7,38,139,109,19,N/A,N/A,152,N/A,14,4,18,11,191,4,N/A,2,9,30,1,9,10.0,6.1,€6.1M
Armando Broja,al ALB,FW,Everton,23,334,0,0,1,0,0.1,0.2,12,2,26,0.0,0.0,0.03,0.05,N/A,0.0,0.0,17.3,53,72.6,594,N/A,N/A,N/A,4,3,0,0,N/A,N/A,N/A,N/A,3,1,N/A,0,3,0,3,1,127,4,14,47,72,18,N/A,N/A,64,N/A,8,3,16,13,94,6,N/A,3,1,9,18,21,46.2,3.5,€3.5M
David Brooks,wls WAL,"FW,MF",Bournemouth,27,815,2,0,3,0,2.2,1.7,25,27,75,0.22,0.0,0.24,0.19,N/A,1.1,0.09,16.8,243,74.1,3748,N/A,N/A,N/A,16,15,15,5,N/A,N/A,N/A,N/A,11,4,N/A,12,16,2,14,5,446,12,53,163,238,32,N/A,N/A,275,N/A,21,8,27,10,303,8,N/A,0,44,44,7,9,43.8,8.5,€8.5M
Emi Buendía,ar ARG,"MF,FW",Aston Villa,28,98,0,0,1,0,0.7,0.0,3,7,6,0.0,0.0,0.6,0.02,N/A,0.0,0.0,19.1,49,81.7,624,N/A,N/A,N/A,1,4,1,0,N/A,N/A,N/A,N/A,6,6,N/A,5,5,1,4,0,82,0,17,35,31,3,N/A,N/A,53,N/A,5,0,4,3,64,4,N/A,0,0,8,0,2,0.0,0.9,€0.9M
Santiago Bueno,uy URU,DF,Wolves,26,1683,0,0,2,0,0.4,0.0,1,28,1,0.0,0.0,0.02,0.0,N/A,0.16,0.0,14.0,741,88.0,13598,N/A,N/A,N/A,0,24,2,0,N/A,N/A,N/A,N/A,40,21,N/A,5,35,20,15,15,1023,169,520,485,21,6,N/A,N/A,555,N/A,2,0,2,2,660,26,N/A,0,0,43,35,31,53.0,8.9,€8.9M
Facundo Buonanotte,ar ARG,"FW,MF",Leicester City,20,1474,4,2,7,0,3.8,3.1,38,52,69,0.24,0.12,0.23,0.19,N/A,0.61,0.12,17.8,430,76.6,6782,N/A,N/A,N/A,24,40,13,2,N/A,N/A,N/A,N/A,53,32,N/A,46,32,6,26,11,850,26,127,436,300,36,N/A,N/A,465,N/A,26,8,53,39,515,35,N/A,3,41,77,17,35,32.7,19.6,€19.6M
Cameron Burgess,au AUS,DF,Ipswich Town,29,1361,0,1,0,0,0.7,0.5,2,40,4,0.0,0.07,0.05,0.03,N/A,0.07,0.0,9.7,542,80.8,9841,N/A,N/A,N/A,6,42,4,0,N/A,N/A,N/A,N/A,14,9,N/A,2,18,13,5,13,849,204,510,296,44,21,N/A,N/A,391,N/A,4,0,2,0,492,4,N/A,1,0,37,38,19,66.7,6.9,€6.9M
