Player,Nation,Pos,Team,Age,Standard_Min,Standard_Gls,Standard_Ast,Standard_CrdY,Standard_CrdR,Standard_xG,Standard_xAG,Standard_PrgC,Standard_PrgP,Standard_PrgR,Standard_Gls/90,Standard_Ast/90,Standard_xG/90,Standard_xAG/90,Shooting_SoT%,Shooting_SoT/90,Shooting_G/Sh,Shooting_Dist,Passing_Cmp,Passing_Total_Cmp%,Passing_TotDist,Passing_Short_Cmp%,Passing_Medium_Cmp%,Passing_Long_Cmp%,Passing_KP,Passing_1/3,Passing_PPA,Passing_CrsPA,Goalkeeping_GA90,Goalkeeping_Save%,Goalkeeping_CS%,Goalkeeping_Penalty_Save%,Defense_Tkl,Defense_TklW,Defense_Att,Defense_Lost,Defense_Blocks,Defense_Sh,Defense_Pass,Defense_Int,Possession_Touches,Possession_Def Pen,Possession_Def 3rd,Possession_Mid 3rd,Possession_Att 3rd,Possession_Att Pen,Possession_Succ%,Possession_Tkld%,Possession_Carries,Possession_PrgDist,Possession_1/3,Possession_CPA,Possession_Mis,Possession_Dis,Possession_Rec,Misc_Fls,Misc_Fld,Misc_Off,Misc_Crs,Misc_Recov,Misc_Won,Misc_Lost,Misc_Won%
Joshua Acheampong,eng ENG,DF,Chelsea,19,170,0,0,1,0,0.2,0.0,0,8,0,0.0,0.0,0.12,0.0,N/A,0.0,0.0,8.9,104,83.9,2025,N/A,N/A,N/A,0,6,0,0,N/A,N/A,N/A,N/A,2,1,N/A,0,1,0,1,1,137,7,48,81,8,3,N/A,N/A,106,N/A,2,0,2,0,111,0,N/A,0,0,7,1,6,14.3
Tyler Adams,us USA,MF,Bournemouth,26,1710,0,3,7,0,1.6,1.0,12,65,9,0.0,0.16,0.08,0.05,N/A,0.11,0.0,16.1,757,83.6,11872,N/A,N/A,N/A,16,57,2,1,N/A,N/A,N/A,N/A,75,46,N/A,31,33,10,23,32,1151,53,308,661,194,17,N/A,N/A,554,N/A,17,1,27,12,630,41,N/A,0,3,100,29,17,63.0
Tosin Adarabioyo,eng ENG,DF,Chelsea,27,1229,1,1,3,0,0.9,0.2,5,37,1,0.07,0.07,0.07,0.02,N/A,0.15,0.08,12.5,988,91.4,18105,N/A,N/A,N/A,1,53,1,0,N/A,N/A,N/A,N/A,14,10,N/A,4,9,7,2,10,1198,160,570,603,26,13,N/A,N/A,713,N/A,2,0,3,0,916,8,N/A,1,0,34,36,26,58.1
Simon Adingra,ci CIV,"FW,MF",Brighton,23,956,2,1,0,0,2.2,1.8,37,14,119,0.19,0.09,0.21,0.17,N/A,0.66,0.08,16.2,255,76.1,3699,N/A,N/A,N/A,13,5,12,5,N/A,N/A,N/A,N/A,23,14,N/A,12,12,0,12,8,488,8,63,158,272,64,N/A,N/A,324,N/A,17,20,35,11,341,11,N/A,2,35,41,6,3,66.7
Emmanuel Agbadou,ci CIV,DF,Wolves,27,1140,0,0,2,0,0.3,0.2,3,22,1,0.0,0.0,0.02,0.02,N/A,0.08,0.0,31.8,663,85.0,13505,N/A,N/A,N/A,4,26,1,0,N/A,N/A,N/A,N/A,27,18,N/A,6,16,12,4,9,924,155,527,381,22,5,N/A,N/A,572,N/A,3,0,3,3,615,5,N/A,1,1,66,22,16,57.9
Ola Aina,ng NGA,DF,Nott'ham Forest,28,2733,2,1,3,0,0.6,1.1,59,97,56,0.07,0.03,0.02,0.04,N/A,0.07,0.2,25.9,893,73.3,13813,N/A,N/A,N/A,15,78,20,9,N/A,N/A,N/A,N/A,54,41,N/A,28,32,12,20,31,1550,148,568,647,364,21,N/A,N/A,675,N/A,40,10,40,22,737,21,N/A,2,47,173,13,18,41.9
Rayan Aït-Nouri,dz ALG,DF,Wolves,23,2865,4,7,7,1,2.6,4.7,79,100,158,0.13,0.22,0.08,0.15,N/A,0.25,0.12,14.9,1309,83.9,18002,N/A,N/A,N/A,36,67,27,9,N/A,N/A,N/A,N/A,82,52,N/A,26,40,6,34,24,1944,86,535,827,605,84,N/A,N/A,1006,N/A,54,24,43,44,1181,30,N/A,5,86,133,20,28,41.7
Kristoffer Ajer,no NOR,DF,Brentford,27,1405,0,0,5,0,0.8,1.2,27,54,42,0.0,0.0,0.05,0.08,N/A,0.19,0.0,10.2,489,78.1,7626,N/A,N/A,N/A,8,42,7,4,N/A,N/A,N/A,N/A,25,17,N/A,12,17,4,13,12,773,52,260,359,160,35,N/A,N/A,378,N/A,11,2,15,12,481,12,N/A,1,14,42,27,22,55.1
Manuel Akanji,ch SUI,DF,Manchester City,29,1744,0,0,3,0,0.7,0.4,38,138,6,0.0,0.0,0.04,0.02,N/A,0.05,0.0,16.3,1427,93.9,23477,N/A,N/A,N/A,9,153,11,2,N/A,N/A,N/A,N/A,16,11,N/A,5,11,8,3,7,1635,111,487,797,353,11,N/A,N/A,1071,N/A,52,0,4,5,1291,16,N/A,0,11,89,26,29,47.3
Nathan Aké,nl NED,DF,Manchester City,30,678,0,0,0,0,0.2,0.0,12,50,2,0.0,0.0,0.03,0.0,N/A,0.0,0.0,10.0,509,93.9,8321,N/A,N/A,N/A,1,42,1,0,N/A,N/A,N/A,N/A,9,7,N/A,2,7,2,5,3,596,51,205,331,61,5,N/A,N/A,403,N/A,12,1,4,3,449,2,N/A,0,1,24,13,10,56.5
Carlos Alcaraz,ar ARG,"FW,MF",Everton,22,580,1,2,4,0,1.3,1.5,15,37,17,0.16,0.31,0.21,0.23,N/A,0.93,0.05,20.4,184,79.0,3288,N/A,N/A,N/A,11,15,18,3,N/A,N/A,N/A,N/A,11,5,N/A,6,6,1,5,4,311,10,51,139,130,15,N/A,N/A,180,N/A,17,2,11,11,206,10,N/A,1,10,29,12,6,66.7
Trent Alexander-Arnold,eng ENG,DF,Liverpool,26,2296,3,6,5,0,1.8,6.7,50,221,90,0.12,0.24,0.07,0.26,N/A,0.31,0.07,23.3,1397,73.6,26692,N/A,N/A,N/A,50,198,63,20,N/A,N/A,N/A,N/A,70,49,N/A,55,26,9,17,30,2173,86,578,976,633,44,N/A,N/A,1139,N/A,35,9,19,15,1384,11,N/A,1,145,129,3,13,18.8
Alisson,br BRA,GK,Liverpool,32,2238,0,0,0,0,0.0,0.6,0,0,0,0.0,0.0,0.0,0.02,N/A,0.0,N/A,N/A,681,83.6,14999,N/A,N/A,N/A,1,11,0,0,N/A,N/A,N/A,N/A,1,0,N/A,1,0,0,0,0,860,622,844,16,0,0,N/A,N/A,550,N/A,0,0,1,0,525,0,N/A,0,0,42,6,0,100.0
Miguel Almirón,py PAR,FW,Newcastle Utd,31,157,0,0,0,0,0.5,0.3,3,6,18,0.0,0.0,0.3,0.15,N/A,1.15,0.0,14.2,54,81.8,707,N/A,N/A,N/A,3,3,1,0,N/A,N/A,N/A,N/A,3,2,N/A,1,2,0,2,0,81,1,10,35,36,9,N/A,N/A,54,N/A,3,2,0,2,59,1,N/A,2,0,4,0,2,0.0
Edson Álvarez,mx MEX,MF,West Ham,27,1633,0,1,8,1,0.3,0.8,21,75,18,0.0,0.06,0.02,0.04,N/A,0.06,0.0,26.7,763,85.7,12894,N/A,N/A,N/A,11,80,11,3,N/A,N/A,N/A,N/A,44,23,N/A,18,21,8,13,16,1101,61,323,612,174,12,N/A,N/A,603,N/A,20,2,25,13,734,37,N/A,4,6,78,28,20,58.3
Harry Amass,eng ENG,DF,Manchester Utd,18,256,0,0,0,0,0.0,0.0,9,5,17,0.0,0.0,0.02,0.01,N/A,0.0,0.0,20.9,121,82.9,1430,N/A,N/A,N/A,1,4,0,0,N/A,N/A,N/A,N/A,6,2,N/A,4,6,1,5,2,197,12,69,67,65,4,N/A,N/A,102,N/A,6,2,12,5,101,2,N/A,1,6,17,5,5,50.0
Joachim Andersen,dk DEN,DF,Fulham,28,2313,0,0,5,1,1.0,0.3,13,105,2,0.0,0.0,0.04,0.01,N/A,0.16,0.0,15.2,1485,82.8,32857,N/A,N/A,N/A,3,176,6,3,N/A,N/A,N/A,N/A,25,17,N/A,7,33,26,7,30,2089,293,1085,923,93,20,N/A,N/A,1211,N/A,14,1,6,3,1446,15,N/A,0,10,107,63,36,63.6
Elliot Anderson,eng ENG,MF,Nott'ham Forest,22,2467,2,6,7,0,1.9,3.1,46,128,87,0.07,0.22,0.07,0.11,N/A,0.26,0.05,19.4,949,77.6,15198,N/A,N/A,N/A,34,105,19,2,N/A,N/A,N/A,N/A,84,52,N/A,57,44,9,35,30,1630,95,388,775,496,62,N/A,N/A,820,N/A,31,19,56,41,956,43,N/A,4,78,197,47,23,67.1
André,br BRA,MF,Wolves,23,2249,0,0,7,0,0.4,0.7,8,95,11,0.0,0.0,0.02,0.03,N/A,0.04,0.0,25.3,1111,92.8,17503,N/A,N/A,N/A,15,101,4,0,N/A,N/A,N/A,N/A,80,48,N/A,25,41,8,33,32,1451,83,395,939,132,3,N/A,N/A,795,N/A,14,0,27,17,973,34,N/A,0,0,176,2,6,25.0
Michail Antonio,jm JAM,FW,West Ham,35,836,1,1,1,0,2.2,1.6,29,18,59,0.11,0.11,0.24,0.17,N/A,0.43,0.05,12.6,114,60.6,2183,N/A,N/A,N/A,9,11,6,2,N/A,N/A,N/A,N/A,2,2,N/A,1,6,0,6,0,296,3,26,124,151,36,N/A,N/A,173,N/A,13,9,35,19,221,12,N/A,4,25,22,17,22,43.6
Antony,br BRA,"DF,MF",Manchester Utd,25,141,0,0,0,0,1.0,0.1,5,6,7,0.0,0.0,0.65,0.08,N/A,1.91,0.0,15.8,56,81.2,688,N/A,N/A,N/A,3,1,5,2,N/A,N/A,N/A,N/A,6,3,N/A,3,2,0,2,2,101,2,22,26,54,8,N/A,N/A,60,N/A,6,1,5,1,69,2,N/A,0,5,11,0,1,0.0
Julian Araujo,mx MEX,DF,Bournemouth,23,426,0,0,1,0,0.0,0.0,3,14,19,0.0,0.0,0.0,0.0,N/A,0.0,N/A,N/A,157,78.5,2677,N/A,N/A,N/A,0,17,1,0,N/A,N/A,N/A,N/A,8,3,N/A,7,3,0,3,6,243,19,81,120,47,2,N/A,N/A,108,N/A,1,0,5,2,128,5,N/A,0,6,28,2,7,22.2
Cameron Archer,eng ENG,FW,Southampton,23,1373,2,0,0,0,5.1,0.4,19,14,64,0.13,0.0,0.33,0.02,N/A,0.59,0.07,13.1,189,81.1,2474,N/A,N/A,N/A,3,6,7,0,N/A,N/A,N/A,N/A,11,7,N/A,7,5,1,4,2,362,16,59,161,145,50,N/A,N/A,210,N/A,9,14,34,25,256,16,N/A,7,3,34,8,28,22.2
Alphonse Areola,fr FRA,GK,West Ham,32,2080,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,N/A,0.0,N/A,N/A,633,69.3,16971,N/A,N/A,N/A,0,10,0,0,N/A,N/A,N/A,N/A,2,2,N/A,1,0,0,0,0,967,769,958,10,0,0,N/A,N/A,553,N/A,0,0,0,0,510,0,N/A,0,0,27,2,0,100.0
Joe Aribo,ng NGA,"MF,DF",Southampton,28,1909,3,0,1,0,2.7,1.6,35,71,64,0.14,0.0,0.13,0.07,N/A,0.33,0.18,14.0,878,88.5,13041,N/A,N/A,N/A,16,50,4,1,N/A,N/A,N/A,N/A,44,30,N/A,17,24,9,15,20,1203,46,288,632,294,44,N/A,N/A,708,N/A,28,12,25,16,879,20,N/A,1,10,110,25,21,54.3
Adam Armstrong,eng ENG,"FW,MF",Southampton,28,1248,2,2,4,0,3.3,1.2,25,21,79,0.14,0.14,0.24,0.09,N/A,0.5,0.08,16.6,231,80.2,3320,N/A,N/A,N/A,9,10,8,2,N/A,N/A,N/A,N/A,12,3,N/A,11,6,1,5,3,377,11,44,143,192,49,N/A,N/A,235,N/A,13,6,11,18,286,12,N/A,9,14,23,5,9,35.7
Kepa Arrizabalaga,es ESP,GK,Bournemouth,30,2520,0,0,3,0,0.1,0.0,0,2,0,0.0,0.0,0.0,0.0,N/A,0.0,0.0,9.7,671,71.9,18595,N/A,N/A,N/A,1,9,0,0,N/A,N/A,N/A,N/A,1,0,N/A,2,1,0,1,0,990,732,961,28,1,1,N/A,N/A,557,N/A,0,0,0,0,435,2,N/A,0,0,52,7,1,87.5
Marco Asensio,es ESP,"MF,FW",Aston Villa,29,540,3,1,1,0,4.2,0.8,16,34,26,0.5,0.17,0.7,0.14,N/A,1.33,0.18,18.9,185,80.4,2637,N/A,N/A,N/A,13,15,8,2,N/A,N/A,N/A,N/A,7,5,N/A,6,2,0,2,1,287,4,26,119,147,24,N/A,N/A,177,N/A,18,4,6,8,200,8,N/A,2,23,22,0,1,0.0
Taiwo Awoniyi,ng NGA,FW,Nott'ham Forest,27,408,1,0,0,0,2.1,0.1,6,7,20,0.22,0.0,0.47,0.02,N/A,0.88,0.1,12.6,61,64.2,705,N/A,N/A,N/A,2,5,2,0,N/A,N/A,N/A,N/A,6,3,N/A,1,1,0,1,0,166,5,16,78,73,21,N/A,N/A,89,N/A,5,2,19,19,112,8,N/A,1,2,18,13,38,25.5
Yasin Ayari,se SWE,MF,Brighton,21,1759,1,1,3,0,2.2,2.2,30,69,59,0.05,0.05,0.11,0.11,N/A,0.36,0.04,19.0,713,81.2,10693,N/A,N/A,N/A,28,52,17,4,N/A,N/A,N/A,N/A,54,29,N/A,30,23,6,17,20,1119,52,247,569,320,43,N/A,N/A,585,N/A,25,6,34,21,716,33,N/A,3,64,107,14,20,41.2
Jordan Ayew,gh GHA,"FW,MF",Leicester City,33,1425,5,0,5,0,3.0,1.0,42,37,77,0.32,0.0,0.19,0.06,N/A,0.51,0.14,18.8,353,72.9,5238,N/A,N/A,N/A,14,22,12,7,N/A,N/A,N/A,N/A,24,13,N/A,13,16,0,16,12,708,18,92,356,282,49,N/A,N/A,425,N/A,31,9,52,34,474,29,N/A,6,57,87,33,54,37.9
Benoît Badiashile,fr FRA,DF,Chelsea,24,334,0,0,0,0,0.0,0.0,3,17,2,0.0,0.0,0.0,0.0,N/A,0.0,N/A,N/A,273,89.8,4820,N/A,N/A,N/A,0,37,1,0,N/A,N/A,N/A,N/A,9,6,N/A,1,2,2,0,6,336,31,138,186,13,0,N/A,N/A,177,N/A,5,0,1,0,247,6,N/A,0,0,18,8,2,80.0
Leon Bailey,jm JAM,"FW,MF",Aston Villa,27,1138,1,2,3,0,1.7,1.5,57,35,121,0.08,0.16,0.14,0.12,N/A,0.47,0.04,17.3,273,70.7,4275,N/A,N/A,N/A,16,16,20,2,N/A,N/A,N/A,N/A,6,4,N/A,8,6,0,6,3,539,18,76,155,318,69,N/A,N/A,344,N/A,22,33,35,25,386,12,N/A,3,34,59,6,9,40.0
Carlos Baleba,cm CMR,MF,Brighton,21,2403,3,1,8,1,3.0,1.3,40,111,27,0.11,0.04,0.11,0.05,N/A,0.41,0.07,25.3,1048,87.2,17638,N/A,N/A,N/A,20,103,22,2,N/A,N/A,N/A,N/A,71,41,N/A,28,44,10,34,40,1556,88,375,917,303,12,N/A,N/A,886,N/A,40,3,37,37,944,38,N/A,0,8,176,38,24,61.3
Ross Barkley,eng ENG,MF,Aston Villa,31,571,3,1,3,0,1.7,0.6,15,33,10,0.47,0.16,0.27,0.1,N/A,0.79,0.2,14.0,326,86.0,5081,N/A,N/A,N/A,9,29,6,0,N/A,N/A,N/A,N/A,14,3,N/A,5,9,3,6,10,446,16,70,265,117,18,N/A,N/A,263,N/A,14,2,7,8,314,8,N/A,0,1,41,6,4,60.0
Harvey Barnes,eng ENG,FW,Newcastle Utd,27,1503,9,4,0,0,6.6,3.9,80,72,172,0.54,0.24,0.39,0.23,N/A,1.08,0.16,15.0,420,78.8,5863,N/A,N/A,N/A,23,22,36,8,N/A,N/A,N/A,N/A,16,9,N/A,7,7,1,6,6,709,15,84,232,398,109,N/A,N/A,498,N/A,41,44,26,20,567,11,N/A,5,41,49,5,14,26.3
Calvin Bassey,ng NGA,DF,Fulham,25,2894,1,0,7,0,1.0,0.1,36,107,15,0.03,0.0,0.03,0.0,N/A,0.12,0.07,15.3,1822,89.8,32168,N/A,N/A,N/A,3,143,2,0,N/A,N/A,N/A,N/A,52,33,N/A,9,37,17,20,18,2317,308,1127,1090,124,19,N/A,N/A,1487,N/A,18,5,32,8,1620,26,N/A,2,7,156,40,31,56.3
Altay Bayındır,tr TUR,GK,Manchester Utd,27,180,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,N/A,0.0,N/A,N/A,61,55.5,1625,N/A,N/A,N/A,0,1,0,0,N/A,N/A,N/A,N/A,0,0,N/A,1,0,0,0,0,120,103,118,2,0,0,N/A,N/A,82,N/A,0,0,0,0,77,0,N/A,0,0,0,1,1,50.0
Jan Bednarek,pl POL,DF,Southampton,29,2441,2,0,7,0,0.7,0.5,5,59,2,0.07,0.0,0.02,0.02,N/A,0.07,0.4,16.0,1547,92.7,27450,N/A,N/A,N/A,5,72,1,0,N/A,N/A,N/A,N/A,35,18,N/A,15,44,33,11,54,2011,365,1060,917,41,15,N/A,N/A,1035,N/A,5,1,9,3,1294,31,N/A,0,1,106,68,36,65.4
Armel Bella Kotchap,de GER,DF,Southampton,23,331,0,0,0,0,0.3,0.0,0,5,0,0.0,0.0,0.09,0.0,N/A,0.0,0.0,9.1,202,90.2,3829,N/A,N/A,N/A,0,6,0,0,N/A,N/A,N/A,N/A,7,5,N/A,3,2,2,0,5,263,33,147,115,3,1,N/A,N/A,186,N/A,0,0,1,0,192,3,N/A,0,0,19,6,5,54.5
Jean-Ricner Bellegarde,fr FRA,"MF,FW",Wolves,26,1551,2,6,3,0,1.3,3.6,49,39,83,0.12,0.35,0.08,0.21,N/A,0.29,0.1,21.7,415,78.7,6398,N/A,N/A,N/A,26,27,17,8,N/A,N/A,N/A,N/A,37,22,N/A,6,19,3,16,10,756,24,139,339,295,45,N/A,N/A,464,N/A,35,11,38,25,519,29,N/A,1,40,57,9,18,33.3
Rodrigo Bentancur,uy URU,MF,Tottenham,27,1518,2,0,7,0,1.3,0.4,26,99,34,0.12,0.0,0.08,0.03,N/A,0.3,0.09,17.4,916,88.1,14862,N/A,N/A,N/A,10,107,12,2,N/A,N/A,N/A,N/A,38,20,N/A,20,24,8,16,36,1252,70,299,747,215,24,N/A,N/A,739,N/A,23,5,18,19,826,31,N/A,1,4,111,35,27,56.5
Sander Berge,no NOR,MF,Fulham,27,2091,0,0,5,0,0.2,0.6,27,116,8,0.0,0.0,0.01,0.03,N/A,0.0,0.0,7.6,1017,91.4,18059,N/A,N/A,N/A,17,105,4,0,N/A,N/A,N/A,N/A,48,28,N/A,12,26,8,18,20,1291,76,354,737,206,13,N/A,N/A,754,N/A,22,2,12,15,836,29,N/A,0,3,118,27,20,57.4
Lucas Bergvall,se SWE,MF,Tottenham,19,1212,0,1,3,0,0.7,0.6,33,49,31,0.0,0.07,0.05,0.04,N/A,0.15,0.0,19.9,629,87.4,10567,N/A,N/A,N/A,11,53,7,3,N/A,N/A,N/A,N/A,39,19,N/A,15,18,8,10,24,885,36,188,478,232,22,N/A,N/A,531,N/A,21,4,20,19,586,20,N/A,0,21,73,9,8,52.9
Victor Bernth Kristiansen,dk DEN,DF,Leicester City,22,2380,0,1,1,0,0.3,1.4,39,69,75,0.0,0.04,0.01,0.05,N/A,0.0,0.0,17.7,1007,77.6,16181,N/A,N/A,N/A,18,74,23,18,N/A,N/A,N/A,N/A,85,50,N/A,40,37,14,23,40,1581,113,564,711,319,15,N/A,N/A,800,N/A,25,5,13,12,872,17,N/A,3,96,97,19,42,31.1
Beto,gw GNB,FW,Everton,27,1268,7,0,2,0,6.6,0.8,12,10,66,0.5,0.0,0.47,0.06,N/A,1.42,0.18,13.2,124,57.1,1676,N/A,N/A,N/A,8,5,4,1,N/A,N/A,N/A,N/A,14,6,N/A,3,8,1,7,3,429,22,43,188,204,72,N/A,N/A,221,N/A,9,9,59,33,309,30,N/A,14,3,30,78,92,45.9
Philip Billing,dk DEN,MF,Bournemouth,28,184,0,0,1,0,0.6,1.1,3,15,13,0.0,0.0,0.28,0.54,N/A,0.49,0.0,17.9,70,68.6,1023,N/A,N/A,N/A,9,9,7,2,N/A,N/A,N/A,N/A,14,5,N/A,1,3,0,3,5,148,5,20,72,57,12,N/A,N/A,58,N/A,1,1,7,4,75,3,N/A,0,10,14,6,4,60.0
Yves Bissouma,ml MLI,MF,Tottenham,28,1300,2,0,7,0,0.6,0.3,15,72,3,0.14,0.0,0.04,0.02,N/A,0.28,0.18,23.4,717,89.2,10833,N/A,N/A,N/A,6,59,10,1,N/A,N/A,N/A,N/A,47,29,N/A,15,9,6,3,16,981,63,282,554,151,5,N/A,N/A,577,N/A,17,0,25,15,669,23,N/A,0,2,78,5,7,41.7
Lamare Bogarde,nl NED,"DF,MF",Aston Villa,21,476,0,0,2,0,0.0,0.1,12,14,9,0.0,0.0,0.01,0.02,N/A,0.19,0.0,20.2,240,88.2,3682,N/A,N/A,N/A,2,24,1,0,N/A,N/A,N/A,N/A,14,6,N/A,6,5,3,2,1,325,16,95,191,40,4,N/A,N/A,173,N/A,6,1,6,8,212,8,N/A,0,0,13,6,6,50.0
Willy Boly,ci CIV,DF,Nott'ham Forest,34,150,0,0,1,0,0.1,0.0,0,2,0,0.0,0.0,0.04,0.0,N/A,0.6,0.0,10.2,55,78.6,1010,N/A,N/A,N/A,0,3,0,0,N/A,N/A,N/A,N/A,6,1,N/A,0,4,2,2,3,97,22,63,32,2,1,N/A,N/A,35,N/A,0,0,1,0,46,1,N/A,0,0,5,6,2,75.0
Sven Botman,nl NED,DF,Newcastle Utd,25,233,0,0,1,0,0.0,0.0,0,3,0,0.0,0.0,0.01,0.0,N/A,0.0,0.0,11.7,119,88.1,2026,N/A,N/A,N/A,0,9,0,0,N/A,N/A,N/A,N/A,6,4,N/A,1,2,1,1,4,168,24,70,93,6,5,N/A,N/A,85,N/A,1,0,1,1,107,4,N/A,0,0,8,11,6,64.7
Jarrod Bowen,eng ENG,"FW,MF",West Ham,28,2721,10,7,1,0,8.0,6.3,98,86,188,0.33,0.23,0.26,0.21,N/A,1.06,0.12,17.4,517,71.4,8610,N/A,N/A,N/A,49,37,43,7,N/A,N/A,N/A,N/A,37,24,N/A,20,21,3,18,16,1123,25,125,415,607,154,N/A,N/A,667,N/A,43,56,68,70,736,19,N/A,10,101,120,12,46,20.7
Conor Bradley,nir NIR,DF,Liverpool,21,567,0,1,3,0,0.6,0.5,28,26,31,0.0,0.16,0.09,0.07,N/A,0.48,0.0,14.3,377,84.0,5606,N/A,N/A,N/A,5,20,3,1,N/A,N/A,N/A,N/A,11,8,N/A,9,4,0,4,3,533,18,147,247,149,36,N/A,N/A,297,N/A,19,8,8,2,335,9,N/A,0,6,36,7,7,50.0
Jarrad Branthwaite,eng ENG,DF,Everton,22,2348,0,1,4,0,1.1,0.7,9,61,2,0.0,0.04,0.04,0.03,N/A,0.11,0.0,8.2,909,82.2,17777,N/A,N/A,N/A,3,80,2,0,N/A,N/A,N/A,N/A,36,20,N/A,7,30,22,8,23,1413,198,735,622,63,23,N/A,N/A,694,N/A,13,2,8,3,826,10,N/A,1,5,84,53,38,58.2
James Bree,eng ENG,DF,Southampton,27,895,0,1,0,0,0.1,0.9,10,31,34,0.0,0.1,0.01,0.09,N/A,0.1,0.0,22.7,440,83.8,7028,N/A,N/A,N/A,10,26,6,5,N/A,N/A,N/A,N/A,15,10,N/A,10,8,3,5,8,602,42,194,263,150,10,N/A,N/A,319,N/A,11,0,6,4,389,2,N/A,0,24,56,12,5,70.6
Ben Brereton,cl CHI,FW,Southampton,26,449,0,0,1,0,0.9,0.1,12,9,42,0.0,0.0,0.18,0.02,N/A,0.2,0.0,17.3,128,77.1,1836,N/A,N/A,N/A,3,9,2,1,N/A,N/A,N/A,N/A,3,2,N/A,8,2,1,1,0,206,4,19,76,112,20,N/A,N/A,136,N/A,13,4,9,4,171,4,N/A,1,5,16,9,7,56.3
Nathan Broadhead,wls WAL,"MF,FW",Ipswich Town,27,605,1,0,1,0,1.5,0.6,17,12,27,0.15,0.0,0.22,0.1,N/A,0.89,0.1,15.4,149,76.0,2132,N/A,N/A,N/A,6,10,4,0,N/A,N/A,N/A,N/A,7,3,N/A,6,6,1,5,4,276,7,38,139,109,19,N/A,N/A,152,N/A,14,4,18,11,191,4,N/A,2,9,30,1,9,10.0
Armando Broja,al ALB,FW,Everton,23,334,0,0,1,0,0.1,0.2,12,2,26,0.0,0.0,0.03,0.05,N/A,0.0,0.0,17.3,53,72.6,594,N/A,N/A,N/A,4,3,0,0,N/A,N/A,N/A,N/A,3,1,N/A,0,3,0,3,1,127,4,14,47,72,18,N/A,N/A,64,N/A,8,3,16,13,94,6,N/A,3,1,9,18,21,46.2
David Brooks,wls WAL,"FW,MF",Bournemouth,27,832,2,0,3,0,2.2,1.7,25,27,75,0.22,0.0,0.24,0.18,N/A,1.08,0.09,16.8,245,74.2,3790,N/A,N/A,N/A,16,15,15,5,N/A,N/A,N/A,N/A,11,4,N/A,13,16,2,14,5,451,13,54,164,241,32,N/A,N/A,278,N/A,22,8,27,11,306,8,N/A,0,44,44,7,10,41.2
Emi Buendía,ar ARG,"MF,FW",Aston Villa,28,98,0,0,1,0,0.7,0.0,3,7,6,0.0,0.0,0.6,0.02,N/A,0.0,0.0,19.1,49,81.7,624,N/A,N/A,N/A,1,4,1,0,N/A,N/A,N/A,N/A,6,6,N/A,5,5,1,4,0,82,0,17,35,31,3,N/A,N/A,53,N/A,5,0,4,3,64,4,N/A,0,0,8,0,2,0.0
Santiago Bueno,uy URU,DF,Wolves,26,1683,0,0,2,0,0.4,0.0,1,28,1,0.0,0.0,0.02,0.0,N/A,0.16,0.0,14.0,741,88.0,13598,N/A,N/A,N/A,0,24,2,0,N/A,N/A,N/A,N/A,40,21,N/A,5,35,20,15,15,1023,169,520,485,21,6,N/A,N/A,555,N/A,2,0,2,2,660,26,N/A,0,0,43,35,31,53.0
Facundo Buonanotte,ar ARG,"FW,MF",Leicester City,20,1474,4,2,7,0,3.8,3.1,38,52,69,0.24,0.12,0.23,0.19,N/A,0.61,0.12,17.8,430,76.6,6782,N/A,N/A,N/A,24,40,13,2,N/A,N/A,N/A,N/A,53,32,N/A,46,32,6,26,11,850,26,127,436,300,36,N/A,N/A,465,N/A,26,8,53,39,515,35,N/A,3,41,77,17,35,32.7
Cameron Burgess,au AUS,DF,Ipswich Town,29,1451,0,2,0,0,0.7,0.5,2,41,4,0.0,0.12,0.04,0.03,N/A,0.06,0.0,9.7,590,80.9,10830,N/A,N/A,N/A,7,45,4,0,N/A,N/A,N/A,N/A,15,10,N/A,2,18,13,5,14,919,221,562,312,47,23,N/A,N/A,416,N/A,4,0,3,0,539,5,N/A,1,0,40,43,22,66.2
Dan Burn,eng ENG,DF,Newcastle Utd,33,3060,1,0,10,0,1.7,0.9,9,59,10,0.03,0.0,0.05,0.03,N/A,0.15,0.05,9.9,1630,88.9,29674,N/A,N/A,N/A,8,39,7,0,N/A,N/A,N/A,N/A,34,19,N/A,15,32,23,9,25,2184,344,1220,861,109,49,N/A,N/A,1246,N/A,5,1,23,3,1470,30,N/A,5,3,95,134,65,67.3
Wes Burns,wls WAL,"FW,DF",Ipswich Town,30,926,0,1,1,0,0.5,1.6,38,8,65,0.0,0.1,0.05,0.16,N/A,0.1,0.0,18.3,153,60.5,2416,N/A,N/A,N/A,10,8,8,7,N/A,N/A,N/A,N/A,13,11,N/A,6,7,2,5,10,350,21,69,129,160,18,N/A,N/A,216,N/A,13,10,17,13,220,4,N/A,0,46,50,8,21,27.6
